,Kaina,Markė,Modelis,Metai,Kuro tipas,Kėbulo tipas,Pavarų dėžė,Variklis,Rida
7859,24 900 €,Hyundai,Tucson,2019-09,Benzinas,Visureigis,Automatinė,"1.6 l., 130 kW",29 622 km
7860,24 900 €,Hyundai,Tucson,2021-02,Benzinas,Visureigis,Mechaninė,"1.6 l., 110 kW",19 382 km
7861,24 900 €,Kia,Niro,2021-07,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",9 211 km
7862,24 900 €,Toyota,Corolla,2019-09,Benzinas / elektra,Universalas,Automatinė,"1.8 l., 72 kW",65 400 km
7863,24 900 €,Mercedes-Benz,A180,2019-09,Benzinas,Hečbekas,Automatinė,100 kW,42 000 km
7864,24 900 €,Toyota,Yaris,2023-01,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7865,24 900 €,Toyota,Yaris,2023-02,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7866,24 900 €,Skoda,Octavia,2020-07,Benzinas,Universalas,Automatinė,"2.0 l., 180 kW",37 000 km
7867,24 900 €,Volkswagen,Golf,2020-12,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",60 000 km
7868,24 900 €,Audi,A5 SPORTBACK,2017-08,Benzinas,Hečbekas,Automatinė,"2.0 l., 140 kW",88 000 km
7869,24 900 €,Mercedes-Benz,GLE350,2016-06,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",282 000 km
7870,24 900 €,Audi,A6,2017-01,Dyzelinas,Universalas,Automatinė,"3.0 l., 235 kW",210 756 km
7871,24 950 €,Volkswagen,Arteon,2018-02,Benzinas,Sedanas,Automatinė,"1.5 l., 110 kW",133 224 km
7872,24 950 €,Audi,A6,2016-10,Dyzelinas,Universalas,Automatinė,"3.0 l., 240 kW",197 000 km
7873,24 950 €,Toyota,Hilux,2017-03,Dyzelinas,Pikapas,Mechaninė,"2.4 l., 110 kW",48 872 km
7874,24 987 €,BMW,550,2012-12,Dyzelinas,Universalas,Automatinė,"3.0 l., 280 kW",258 000 km
7875,24 990 €,Audi,Q5,2018-06,Dyzelinas,Visureigis,Mechaninė,"2.0 l., 110 kW",136 000 km
7876,24 700 €,Volkswagen,Passat,2019-10,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",80 850 km
7877,24 800 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",173 000 km
7878,24 900 €,Toyota,Corolla,2019-09,Benzinas / elektra,Universalas,Automatinė,"1.8 l., 72 kW",65 400 km
7879,24 900 €,Lexus,UX 250h,2019-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",49 700 km
7880,24 900 €,Hyundai,Tucson,2019-09,Benzinas,Visureigis,Automatinė,"1.6 l., 130 kW",29 622 km
7881,24 900 €,Hyundai,Tucson,2021-02,Benzinas,Visureigis,Mechaninė,"1.6 l., 110 kW",19 382 km
7882,24 900 €,Kia,Niro,2021-07,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",9 211 km
7883,24 900 €,Toyota,Yaris,2023-01,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7884,24 900 €,Toyota,Yaris,2023-02,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7885,24 900 €,Skoda,Octavia,2020-07,Benzinas,Universalas,Automatinė,"2.0 l., 180 kW",37 000 km
7886,24 900 €,Mercedes-Benz,A180,2019-09,Benzinas,Hečbekas,Automatinė,100 kW,42 000 km
7887,24 900 €,Audi,A5 SPORTBACK,2017-08,Benzinas,Hečbekas,Automatinė,"2.0 l., 140 kW",88 000 km
7888,24 900 €,Volkswagen,Golf,2020-12,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",60 000 km
7889,24 900 €,Mercedes-Benz,GLE350,2016-06,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",282 000 km
7890,24 900 €,Audi,A6,2017-01,Dyzelinas,Universalas,Automatinė,"3.0 l., 235 kW",210 756 km
7891,24 950 €,Volkswagen,Arteon,2018-02,Benzinas,Sedanas,Automatinė,"1.5 l., 110 kW",133 224 km
7892,24 950 €,Toyota,Hilux,2017-03,Dyzelinas,Pikapas,Mechaninė,"2.4 l., 110 kW",48 872 km
7893,24 950 €,Audi,A6,2016-10,Dyzelinas,Universalas,Automatinė,"3.0 l., 240 kW",197 000 km
7894,24 987 €,BMW,550,2012-12,Dyzelinas,Universalas,Automatinė,"3.0 l., 280 kW",258 000 km
7895,24 990 €,Audi,Q5,2018-06,Dyzelinas,Visureigis,Mechaninė,"2.0 l., 110 kW",136 000 km
7896,24 700 €,Volkswagen,Passat,2019-10,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",80 850 km
7897,24 800 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",173 000 km
7898,24 900 €,Toyota,Corolla,2019-09,Benzinas / elektra,Universalas,Automatinė,"1.8 l., 72 kW",65 400 km
7899,24 900 €,Lexus,UX 250h,2019-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",49 700 km
7900,24 900 €,Hyundai,Tucson,2019-09,Benzinas,Visureigis,Automatinė,"1.6 l., 130 kW",29 622 km
7901,24 900 €,Hyundai,Tucson,2021-02,Benzinas,Visureigis,Mechaninė,"1.6 l., 110 kW",19 382 km
7902,24 900 €,Kia,Niro,2021-07,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",9 211 km
7903,24 900 €,Toyota,Yaris,2023-01,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7904,24 900 €,Toyota,Yaris,2023-02,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7905,24 900 €,Mercedes-Benz,A180,2019-09,Benzinas,Hečbekas,Automatinė,100 kW,42 000 km
7906,24 900 €,Audi,A5 SPORTBACK,2017-08,Benzinas,Hečbekas,Automatinė,"2.0 l., 140 kW",88 000 km
7907,24 900 €,Volkswagen,Golf,2020-12,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",60 000 km
7908,24 900 €,Skoda,Octavia,2020-07,Benzinas,Universalas,Automatinė,"2.0 l., 180 kW",37 000 km
7909,24 900 €,Mercedes-Benz,GLE350,2016-06,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",282 000 km
7910,24 900 €,Audi,A6,2017-01,Dyzelinas,Universalas,Automatinė,"3.0 l., 235 kW",210 756 km
7911,24 950 €,Volkswagen,Arteon,2018-02,Benzinas,Sedanas,Automatinė,"1.5 l., 110 kW",133 224 km
7912,24 950 €,Toyota,Hilux,2017-03,Dyzelinas,Pikapas,Mechaninė,"2.4 l., 110 kW",48 872 km
7913,24 950 €,Audi,A6,2016-10,Dyzelinas,Universalas,Automatinė,"3.0 l., 240 kW",197 000 km
7914,24 987 €,BMW,550,2012-12,Dyzelinas,Universalas,Automatinė,"3.0 l., 280 kW",258 000 km
7915,24 990 €,Audi,Q5,2018-06,Dyzelinas,Visureigis,Mechaninė,"2.0 l., 110 kW",136 000 km
7916,24 700 €,Volkswagen,Passat,2019-10,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",80 850 km
7917,24 800 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",173 000 km
7918,24 900 €,Lexus,UX 250h,2019-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",49 700 km
7919,24 900 €,Hyundai,Tucson,2019-09,Benzinas,Visureigis,Automatinė,"1.6 l., 130 kW",29 622 km
7920,24 900 €,Hyundai,Tucson,2021-02,Benzinas,Visureigis,Mechaninė,"1.6 l., 110 kW",19 382 km
7921,24 900 €,Kia,Niro,2021-07,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",9 211 km
7922,24 900 €,Toyota,Corolla,2019-09,Benzinas / elektra,Universalas,Automatinė,"1.8 l., 72 kW",65 400 km
7923,24 900 €,Mercedes-Benz,A180,2019-09,Benzinas,Hečbekas,Automatinė,100 kW,42 000 km
7924,24 900 €,Toyota,Yaris,2023-01,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7925,24 900 €,Toyota,Yaris,2023-02,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7926,24 900 €,Skoda,Octavia,2020-07,Benzinas,Universalas,Automatinė,"2.0 l., 180 kW",37 000 km
7927,24 900 €,Volkswagen,Golf,2020-12,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",60 000 km
7928,24 900 €,Audi,A5 SPORTBACK,2017-08,Benzinas,Hečbekas,Automatinė,"2.0 l., 140 kW",88 000 km
7929,24 900 €,Mercedes-Benz,GLE350,2016-06,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",282 000 km
7930,24 900 €,Audi,A6,2017-01,Dyzelinas,Universalas,Automatinė,"3.0 l., 235 kW",210 756 km
7931,24 950 €,Volkswagen,Arteon,2018-02,Benzinas,Sedanas,Automatinė,"1.5 l., 110 kW",133 224 km
7932,24 950 €,Audi,A6,2016-10,Dyzelinas,Universalas,Automatinė,"3.0 l., 240 kW",197 000 km
7933,24 950 €,Toyota,Hilux,2017-03,Dyzelinas,Pikapas,Mechaninė,"2.4 l., 110 kW",48 872 km
7934,24 987 €,BMW,550,2012-12,Dyzelinas,Universalas,Automatinė,"3.0 l., 280 kW",258 000 km
7935,24 990 €,Audi,Q5,2018-06,Dyzelinas,Visureigis,Mechaninė,"2.0 l., 110 kW",136 000 km
7936,24 700 €,Mercedes-Benz,C220,2018,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",123 200 km
7937,24 800 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",173 000 km
7938,24 900 €,Toyota,Corolla,2019-09,Benzinas / elektra,Universalas,Automatinė,"1.8 l., 72 kW",65 400 km
7939,24 900 €,Lexus,UX 250h,2019-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",49 700 km
7940,24 900 €,Hyundai,Tucson,2019-09,Benzinas,Visureigis,Automatinė,"1.6 l., 130 kW",29 622 km
7941,24 900 €,Hyundai,Tucson,2021-02,Benzinas,Visureigis,Mechaninė,"1.6 l., 110 kW",19 382 km
7942,24 900 €,Kia,Niro,2021-07,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",9 211 km
7943,24 900 €,Mercedes-Benz,A180,2019-09,Benzinas,Hečbekas,Automatinė,100 kW,42 000 km
7944,24 900 €,Toyota,Yaris,2023-01,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7945,24 900 €,Toyota,Yaris,2023-02,Benzinas / elektra,Hečbekas,Automatinė,"1.5 l., 68 kW",50 km
7946,24 900 €,Skoda,Octavia,2020-07,Benzinas,Universalas,Automatinė,"2.0 l., 180 kW",37 000 km
7947,24 900 €,Audi,A5 SPORTBACK,2017-08,Benzinas,Hečbekas,Automatinė,"2.0 l., 140 kW",88 000 km
7948,24 900 €,Volkswagen,Golf,2020-12,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",60 000 km
7949,24 900 €,Mercedes-Benz,GLE350,2016-06,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",282 000 km
7950,24 900 €,Audi,A6,2017-01,Dyzelinas,Universalas,Automatinė,"3.0 l., 235 kW",210 756 km
7951,24 950 €,Volkswagen,Arteon,2018-02,Benzinas,Sedanas,Automatinė,"1.5 l., 110 kW",133 224 km
7952,24 950 €,Toyota,Hilux,2017-03,Dyzelinas,Pikapas,Mechaninė,"2.4 l., 110 kW",48 872 km
7953,24 950 €,Audi,A6,2016-10,Dyzelinas,Universalas,Automatinė,"3.0 l., 240 kW",197 000 km
7954,24 987 €,BMW,550,2012-12,Dyzelinas,Universalas,Automatinė,"3.0 l., 280 kW",258 000 km
7955,24 990 €,Audi,Q5,2018-06,Dyzelinas,Visureigis,Mechaninė,"2.0 l., 110 kW",136 000 km
7956,24 700 €,Volkswagen,Passat,2019-10,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",80 850 km
